X,Y,X,Y,X,Y,X,Y
3221.759,801,3221.385,399,3221.385,5274,3222.37,1796
3223.088,880,3222.714,416,3222.714,5320,3223.701,1657
3224.417,690,3224.043,364,3224.043,5418,3225.032,1773
3225.746,727,3225.371,435,3225.371,5236,3226.362,1813
3227.074,807,3226.699,393,3226.699,5230,3227.691,1589
3228.401,742,3228.026,438,3228.026,5058,3229.021,1708
3229.729,771,3229.353,441,3229.353,4937,3230.349,1764
3231.055,871,3230.679,441,3230.679,5094,3231.678,1755
3232.382,743,3232.005,526,3232.005,5236,3233.006,1765
3233.708,744,3233.33,483,3233.33,5043,3234.333,1593
3235.033,777,3234.655,528,3234.655,5031,3235.66,1704
3236.358,740,3235.98,512,3235.98,4908,3236.987,1674
3237.683,780,3237.304,509,3237.304,4756,3238.313,1627
3239.007,743,3238.628,545,3238.628,5086,3239.639,1547
3240.331,725,3239.951,623,3239.951,4922,3240.964,1600
3241.654,657,3241.274,533,3241.274,4837,3242.289,1611
3242.977,726,3242.596,563,3242.596,4831,3243.613,1565
3244.299,724,3243.918,523,3243.918,4794,3244.937,1651
3245.621,716,3245.239,488,3245.239,4537,3246.261,1694
3246.943,727,3246.561,437,3246.561,4710,3247.584,1634
3248.264,801,3247.881,457,3247.881,4687,3248.907,1628
3249.585,703,3249.201,437,3249.201,4872,3250.229,1687
3250.905,720,3250.521,434,3250.521,4646,3251.551,1474
3252.225,744,3251.84,420,3251.84,4736,3252.872,1555
3253.544,687,3253.159,436,3253.159,4809,3254.193,1469
3254.863,682,3254.478,429,3254.478,4494,3255.513,1496
3256.181,665,3255.796,381,3255.796,4447,3256.834,1490
3257.499,716,3257.113,396,3257.113,4590,3258.153,1565
3258.817,674,3258.43,406,3258.43,4690,3259.472,1500
3260.134,654,3259.747,391,3259.747,4431,3260.791,1549
3261.451,648,3261.063,393,3261.063,4156,3262.11,1560
3262.767,689,3262.379,341,3262.379,4257,3263.428,1423
3264.083,622,3263.694,360,3263.694,4194,3264.745,1427
3265.399,708,3265.009,374,3265.009,4376,3266.062,1516
3266.714,659,3266.324,354,3266.324,4208,3267.379,1586
3268.028,654,3267.638,396,3267.638,4140,3268.695,1448
3269.342,684,3268.952,418,3268.952,4226,3270.011,1524
3270.656,713,3270.265,374,3270.265,3984,3271.326,1383
3271.969,607,3271.578,365,3271.578,4016,3272.641,1443
3273.282,620,3272.89,402,3272.89,4273,3273.956,1471
3274.595,657,3274.202,348,3274.202,4242,3275.27,1505
3275.906,619,3275.513,372,3275.513,4199,3276.583,1403
3277.218,652,3276.824,353,3276.824,4172,3277.896,1414
3278.529,682,3278.135,390,3278.135,4029,3279.209,1454
3279.84,620,3279.445,352,3279.445,3927,3280.521,1455
3281.15,625,3280.755,371,3280.755,4034,3281.833,1349
3282.46,599,3282.064,375,3282.064,3941,3283.145,1377
3283.769,644,3283.373,355,3283.373,3898,3284.456,1332
3285.078,599,3284.681,353,3284.681,3672,3285.766,1328
3286.387,604,3285.989,399,3285.989,3863,3287.077,1396
3287.695,632,3287.297,374,3287.297,3777,3288.386,1354
3289.002,655,3288.604,358,3288.604,3908,3289.696,1212
3290.309,596,3289.91,369,3289.91,3907,3291.005,1263
3291.616,637,3291.216,373,3291.216,3780,3292.313,1260
3292.923,624,3292.522,374,3292.522,3770,3293.621,1169
3294.228,606,3293.828,376,3293.828,3569,3294.929,1261
3295.534,595,3295.132,321,3295.132,3652,3296.236,1270
3296.839,569,3296.437,406,3296.437,3334,3297.542,1289
3298.143,651,3297.741,336,3297.741,3719,3298.849,1371
3299.448,620,3299.045,380,3299.045,3524,3300.155,1304
3300.751,600,3300.348,363,3300.348,3300,3301.46,1186
3302.055,551,3301.65,363,3301.65,3846,3302.765,1374
3303.358,503,3302.953,358,3302.953,3640,3304.07,1226
3304.66,582,3304.255,368,3304.255,3571,3305.374,1187
3305.962,608,3305.556,380,3305.556,3417,3306.677,1383
3307.264,542,3306.857,388,3306.857,3316,3307.981,1312
3308.565,534,3308.158,380,3308.158,3550,3309.284,1215
3309.865,598,3309.458,362,3309.458,3383,3310.586,1314
3311.166,584,3310.757,342,3310.757,3627,3311.888,1208
3312.465,555,3312.057,349,3312.057,3443,3313.19,1347
3313.765,547,3313.355,366,3313.355,3159,3314.491,1172
3315.064,550,3314.654,361,3314.654,3208,3315.791,1302
3316.362,540,3315.952,390,3315.952,3347,3317.092,1220
3317.66,548,3317.249,357,3317.249,3316,3318.392,1375
